file	percent	reads	taxon_id	taxon_name
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	4.295385	3606484	41275	Brevundimonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	1.446934	1214872	47251	Leptolyngbya
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	1.352561	1135635	13687	Sphingomonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.684355	574597	445219	Reyranella
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.416526	349723	85413	Bosea
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.373164	313315	1005722	Phormidesmis
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.242426	203545	1177	Nostoc
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.205693	172704	1186	Calothrix
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.199643	167624	68	Lysobacter
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.179736	150910	150203	Blastomonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.173074	145316	43988	Cyanothece
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.141725	118995	1129	Synechococcus
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.138623	116390	67575	Rheinheimera
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.110786	93018	1198	Phormidium
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.110038	92390	1152	Pseudanabaena
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.099352	83418	379	Rhizobium
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.086298	72457	155977	Acaryochloris
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.077298	64901	83614	Luteimonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.076772	64459	63132	Geitlerinema
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.074836	62834	44471	Microcoleus
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.074599	62635	217161	Chamaesiphon
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.073925	62069	1158	Oscillatoria
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.070562	59245	1203	Scytonema
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.066492	55828	1190	Fischerella
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.064719	54339	83618	Pseudoxanthomonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.054222	45526	1620700	Alkalinema
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.052837	44363	241421	Crinalium
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.048235	40499	54304	Planktothrix
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.046761	39261	1501143	Neosynechococcus
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.046120	38723	338	Xanthomonas
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.044574	37425	1185872	Desertifilum
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.044244	37148	111782	Tolypothrix
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.038716	32507	1163	Anabaena
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.037205	31238	54298	Chroococcidiopsis
kaiju_out/Timaviella_obliquedivisa_GSE-PSE-MK23-08B.reads.out	0.037148	31190	688241	Chlorogloea
