file	percent	reads	taxon_id	taxon_name
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	10.974702	11814030	82115	Rhizobiaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	2.522563	2715485	76892	Caulobacteraceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	1.203017	1295022	89373	Cytophagaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	1.133463	1220149	1890500	Hyellaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	1.111522	1196530	69277	Phyllobacteriaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.418417	450417	45401	Hyphomicrobiaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.379790	408836	433	Acetobacteraceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.248998	268041	41297	Sphingomonadaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.224976	242182	1890464	Chroococcaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.184027	198101	31989	Rhodobacteraceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.134841	145153	118882	Brucellaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.108703	117016	126	Planctomycetaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.073450	79067	41295	Rhodospirillaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.071800	77291	255475	Aurantimonadaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.063658	68527	41294	Bradyrhizobiaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.058250	62705	1890498	Dermocarpellaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.047472	51103	1853232	Hymenobacteraceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.043301	46613	119045	Methylobacteriaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.031059	33434	32011	Methylophilaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.029576	31838	563835	Chitinophagaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.028590	30776	84566	Sphingobacteriaceae
kaiju_out/Pleurocapsa_ercegoicii_ATA3-5Q-KO4.reads.out	0.026909	28967	1890499	Xenococcaceae
